Timestamp,market-price
2020-08-10 00:00:00,11684.06
2020-08-11 00:00:00,11893.03
2020-08-12 00:00:00,11392.43
2020-08-13 00:00:00,11573.11
2020-08-14 00:00:00,11777.43
2020-08-15 00:00:00,11774.38
2020-08-16 00:00:00,11873.98
2020-08-17 00:00:00,11914.01
2020-08-18 00:00:00,12293.72
2020-08-19 00:00:00,11969.53
2020-08-20 00:00:00,11734
2020-08-21 00:00:00,11865.82
2020-08-22 00:00:00,11522.8
2020-08-23 00:00:00,11683.44
2020-08-24 00:00:00,11653.02
2020-08-25 00:00:00,11763.93
2020-08-26 00:00:00,11337.4
2020-08-27 00:00:00,11467.37
2020-08-28 00:00:00,11302.01
2020-08-29 00:00:00,11534.75
2020-08-30 00:00:00,11481.64
2020-08-31 00:00:00,11707.78
2020-09-01 00:00:00,11659.57
2020-09-02 00:00:00,11923.25
2020-09-03 00:00:00,11397.44
2020-09-04 00:00:00,10187.51
2020-09-05 00:00:00,10467.89
2020-09-06 00:00:00,10159.62
2020-09-07 00:00:00,10254.93
2020-09-08 00:00:00,10367.74
2020-09-09 00:00:00,10121.52
2020-09-10 00:00:00,10227.83
2020-09-11 00:00:00,10352.66
2020-09-12 00:00:00,10395.44
2020-09-13 00:00:00,10446.44
2020-09-14 00:00:00,10330.77
2020-09-15 00:00:00,10674.64
2020-09-16 00:00:00,10785.62
2020-09-17 00:00:00,10948.43
2020-09-18 00:00:00,10943.89
2020-09-19 00:00:00,10931.79
2020-09-20 00:00:00,11081.43
2020-09-21 00:00:00,10919.65
2020-09-22 00:00:00,10430.46
2020-09-23 00:00:00,10532.22
2020-09-24 00:00:00,10234.48
2020-09-25 00:00:00,10732.43
2020-09-26 00:00:00,10692.84
2020-09-27 00:00:00,10732.4
2020-09-28 00:00:00,10774.24
2020-09-29 00:00:00,10692.33
2020-09-30 00:00:00,10840.8
2020-10-01 00:00:00,10777.92
2020-10-02 00:00:00,10619.24
2020-10-03 00:00:00,10575.06
2020-10-04 00:00:00,10551.77
2020-10-05 00:00:00,10673.46
2020-10-06 00:00:00,10788.56
2020-10-07 00:00:00,10603.74
2020-10-08 00:00:00,10670.8
2020-10-09 00:00:00,10923.3
2020-10-10 00:00:00,11063.19
2020-10-11 00:00:00,11302.67
2020-10-12 00:00:00,11376.61
2020-10-13 00:00:00,11540.04
2020-10-14 00:00:00,11428.24
2020-10-15 00:00:00,11431.32
2020-10-16 00:00:00,11503.73
2020-10-17 00:00:00,11327.57
2020-10-18 00:00:00,11366.51
2020-10-19 00:00:00,11508.2
2020-10-20 00:00:00,11758.16
2020-10-21 00:00:00,11925.46
2020-10-22 00:00:00,12831.56
2020-10-23 00:00:00,12990.25
2020-10-24 00:00:00,12944.52
2020-10-25 00:00:00,13128.46
2020-10-26 00:00:00,13036.77
2020-10-27 00:00:00,13076.37
2020-10-28 00:00:00,13651.47
2020-10-29 00:00:00,13289
2020-10-30 00:00:00,13458.66
2020-10-31 00:00:00,13564.72
2020-11-01 00:00:00,13810.32
2020-11-02 00:00:00,13758.88
2020-11-03 00:00:00,13575.17
2020-11-04 00:00:00,14023.31
2020-11-05 00:00:00,14155.59
2020-11-06 00:00:00,15591.39
2020-11-07 00:00:00,15595.77
2020-11-08 00:00:00,14839.84
2020-11-09 00:00:00,15490.6
2020-11-10 00:00:00,15328.53
2020-11-11 00:00:00,15317.04
2020-11-12 00:00:00,15708.65
2020-11-13 00:00:00,16295.57
2020-11-14 00:00:00,16339.33
2020-11-15 00:00:00,16091.07
2020-11-16 00:00:00,15968.16
2020-11-17 00:00:00,16725.15
2020-11-18 00:00:00,17679.72
2020-11-19 00:00:00,17798.45
2020-11-20 00:00:00,17820.57
2020-11-21 00:00:00,18687.45
2020-11-22 00:00:00,18699.75
2020-11-23 00:00:00,18422.28
2020-11-24 00:00:00,18398.91
2020-11-25 00:00:00,19172.52
2020-11-26 00:00:00,18739.8
2020-11-27 00:00:00,17151.44
2020-11-28 00:00:00,17138.87
2020-11-29 00:00:00,17732.42
2020-11-30 00:00:00,18191.6
2020-12-01 00:00:00,19709.73
2020-12-02 00:00:00,18792.52
2020-12-03 00:00:00,19226.97
2020-12-04 00:00:00,19454.54
2020-12-05 00:00:00,18670.49
2020-12-06 00:00:00,19155.06
2020-12-07 00:00:00,19377.66
2020-12-08 00:00:00,19181.41
2020-12-09 00:00:00,18318.87
2020-12-10 00:00:00,18554.15
2020-12-11 00:00:00,18247.76
2020-12-12 00:00:00,18029.36
2020-12-13 00:00:00,18803.44
2020-12-14 00:00:00,19164.48
2020-12-15 00:00:00,19276.59
2020-12-16 00:00:00,19439.75
2020-12-17 00:00:00,21379.48
2020-12-18 00:00:00,22847.46
2020-12-19 00:00:00,23150.79
2020-12-20 00:00:00,23869.92
2020-12-21 00:00:00,23490.58
2020-12-22 00:00:00,22745.48
2020-12-23 00:00:00,23824.99
2020-12-24 00:00:00,23253.37
2020-12-25 00:00:00,23715.53
2020-12-26 00:00:00,24693.58
2020-12-27 00:00:00,26443.21
2020-12-28 00:00:00,26246.58
2020-12-29 00:00:00,27036.69
2020-12-30 00:00:00,27376.37
2020-12-31 00:00:00,28856.59
2021-01-01 00:00:00,28982.56
2021-01-02 00:00:00,29393.75
2021-01-03 00:00:00,32195.46
2021-01-04 00:00:00,33000.78
2021-01-05 00:00:00,32035.03
2021-01-06 00:00:00,34046.67
2021-01-07 00:00:00,36860.41
2021-01-08 00:00:00,39486.04
2021-01-09 00:00:00,40670.25
2021-01-10 00:00:00,40240.72
2021-01-11 00:00:00,38240.09
2021-01-12 00:00:00,35544.94
2021-01-13 00:00:00,34011.82
2021-01-14 00:00:00,37393.13
2021-01-15 00:00:00,39158.47
2021-01-16 00:00:00,36828.52
2021-01-17 00:00:00,36065.2
2021-01-18 00:00:00,35793.01
2021-01-19 00:00:00,36632.35
2021-01-20 00:00:00,36020.13
2021-01-21 00:00:00,35538.98
2021-01-22 00:00:00,30797.88
2021-01-23 00:00:00,33002.38
2021-01-24 00:00:00,32099.74
2021-01-25 00:00:00,32276.84
2021-01-26 00:00:00,32243.26
2021-01-27 00:00:00,32541.8
2021-01-28 00:00:00,30419.17
2021-01-29 00:00:00,33403.17
2021-01-30 00:00:00,34314.26
2021-01-31 00:00:00,34318.1
2021-02-01 00:00:00,33136.46
2021-02-02 00:00:00,33522.9
2021-02-03 00:00:00,35529.66
2021-02-04 00:00:00,37676.25
2021-02-05 00:00:00,37002.09
2021-02-06 00:00:00,38278.61
2021-02-07 00:00:00,39323.26
2021-02-08 00:00:00,38928.1
2021-02-09 00:00:00,46364.3
2021-02-10 00:00:00,46589.58
2021-02-11 00:00:00,44878.17
2021-02-12 00:00:00,48013.38
2021-02-13 00:00:00,47471.4
2021-02-14 00:00:00,47185.19
2021-02-15 00:00:00,48720.37
2021-02-16 00:00:00,47951.85
2021-02-17 00:00:00,49160.1
2021-02-18 00:00:00,52118.23
2021-02-19 00:00:00,51608.15
2021-02-20 00:00:00,55916.5
2021-02-21 00:00:00,56001.2
2021-02-22 00:00:00,57487.86
2021-02-23 00:00:00,54123.4
2021-02-24 00:00:00,48880.43
2021-02-25 00:00:00,50624.84
2021-02-26 00:00:00,46800.42
2021-02-27 00:00:00,46340.31
2021-02-28 00:00:00,46155.87
2021-03-01 00:00:00,45113.92
2021-03-02 00:00:00,49618.43
2021-03-03 00:00:00,48356.04
2021-03-04 00:00:00,50477.7
2021-03-05 00:00:00,48448.91
2021-03-06 00:00:00,48861.38
2021-03-07 00:00:00,48881.59
2021-03-08 00:00:00,51169.7
2021-03-09 00:00:00,52299.33
2021-03-10 00:00:00,54881.52
2021-03-11 00:00:00,55997.23
2021-03-12 00:00:00,57764
2021-03-13 00:00:00,57253.28
2021-03-14 00:00:00,61258.73
2021-03-15 00:00:00,59133.47
2021-03-16 00:00:00,55754.72
